<<<<<<< HEAD
"id","code","name","user_type_id:id","reconcile","chart_template_id:id"
a_6_311014,6311014,"Other Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311015,6311015,"K3 (Fire Extinguisher)",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311016,6311016,"Cleaning Equipment",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_311018,6311018,"Owner Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411001,6411001,"Office Stationery",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411002,6411002,"Post Necessities",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411003,6411003,"Jilid & Photocopy",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411004,6411004,"Job Recruitment Advertisement",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_411005,6411005,"Stamp",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511001,6511001,"Licensing Fees",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511002,6511002,"Bank Administration Fees",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511003,6511003,"Consultant Fees",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511004,6511004,"Rental Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511006,6511006,"Building Maintenance Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511007,6511007,"Electricity, Telephone, and Internet Installation Maintenance Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511008,6511008,"Taxes",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511009,6511009,"Guest Accomodation",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511010,6511010,"Asset Maintenance Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_511011,6511011,"Shipping Costs",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611001,6611001,"Vehicle Fuel",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611002,6611002,"Vehicle Service",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611003,6611003,"Vehicle Parking & Toll Fee",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611004,6611004,"Vehicle Taxes",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_611005,6611005,"Vehicle Insurance",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710001,6710001,"Land",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710002,6710002,"Office Building",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710003,6710003,"Vehicle",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710004,6710004,"Office Supplies",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710005,6710005,"Software",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_710006,6710006,"Office Furniture",account.data_account_type_expenses,FALSE,l10n_id_chart
a_6_900000,6900000,"Other Expenses",account.data_account_type_expenses,FALSE,l10n_id_chart
a_8_110001,8110001,"Interest Income",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110002,8110002,"Deposit Income",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110003,8110003,"Foreign Exchange Gain",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110004,8110004,"Other Income",account.data_account_type_other_income,FALSE,l10n_id_chart
a_8_110009,8110009,"Gain on Sale of Fixed Assets",account.data_account_type_other_income,FALSE,l10n_id_chart
a_9_110001,9110001,"Interest Expense",account.data_account_type_expenses,FALSE,l10n_id_chart
a_9_110002,9110002,"Bank Administration Expense",account.data_account_type_expenses,FALSE,l10n_id_chart
a_9_110003,9110003,"Foreign Exchange Loss",account.data_account_type_expenses,FALSE,l10n_id_chart
a_9_110009,9110009,"Loss on Sale of Fixed Assets",account.data_account_type_expenses,FALSE,l10n_id_chart
>>>>>>> f0a66d05e70e432d35dc68c9fb1e1cc6e51b40b8
